pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
109.43,-121.94,0.0,top,J31,,,Debug-10,Debug-10,smt
173.95,-140.0,180.0,bottom,J4,,,Flat-8,Flat-8,smt
198.59,-140.94,180.0,bottom,J5,,,Flat-20,Flat-20,smt
104.56,-44.75,0.0,top,J6,,,PS2,PS2,smt
98.7,-141.2,180.0,bottom,J7,,,Flat-18,Flat-18,smt
194.79,-95.55,180.0,bottom,J8,,,Docking Port,Docking Port,smt
186.6,-121.72,-90.0,top,J9,,,CF-card,CF-card,smt
111.79,-46.7,90.0,top,L1,,,L_0603_1608Metric,L_0603_1608Metric,smt
110.87,-52.78,180.0,bottom,L10,,,L_0603_1608Metric,L_0603_1608Metric,smt
124.9,-45.91,90.0,bottom,L11,,,L_0603_1608Metric,L_0603_1608Metric,smt
118.11,-54.0125,90.0,bottom,L12,,,L_0603_1608Metric,L_0603_1608Metric,smt
120.64,-54.59,90.0,bottom,L12,,,L_0603_1608Metric,L_0603_1608Metric,smt
119.79,-61.11,90.0,bottom,L13,,,L_0603_1608Metric,L_0603_1608Metric,smt
120.72,-52.07,90.0,top,L2,,,L_0603_1608Metric,L_0603_1608Metric,smt
108.19,-71.91,90.0,top,L3,,,L_0603_1608Metric,L_0603_1608Metric,smt
119.4,-82.25,90.0,top,L4,,,L_1210_3225Metric,L_1210_3225Metric,smt
106.75,-43.04,180.0,bottom,L4,,,L_0805_2012Metric,L_0805_2012Metric,smt
111.97,-46.4,180.0,bottom,L5,,,L_0603_1608Metric,L_0603_1608Metric,smt
107.15,-47.42,180.0,bottom,L6,,,L_0603_1608Metric,L_0603_1608Metric,smt
88.83,-49.77,180.0,bottom,L7,,,L_0402_1005Metric,L_0402_1005Metric,smt
100.66,-47.37,180.0,bottom,L7,,,L_0805_2012Metric,L_0805_2012Metric,smt
95.49,-49.66,180.0,bottom,L8,,,L_0603_1608Metric,L_0603_1608Metric,smt
88.93,-53.01,180.0,bottom,L8,,,L_0603_1608Metric,L_0603_1608Metric,smt
109.34,-50.2,180.0,bottom,L9,,,L_0603_1608Metric,L_0603_1608Metric,smt
92.79,-56.19,180.0,bottom,L9,,,L_0805_2012Metric,L_0805_2012Metric,smt
187.07,-106.35,180.0,bottom,Q1,,,SOT-89-3,SOT-89-3,smt
140.19,-63.87,0.0,top,Q10,,,SOT-416L,SOT-416L,smt
132.08,-104.52,-90.0,bottom,Q100,,,SOT-523,SOT-523,smt
170.65,-103.15,90.0,bottom,Q103,,,SOT-416,SOT-416,smt
172.93,-103.15,90.0,bottom,Q104,,,SOT-416,SOT-416,smt
175.74,-103.15,90.0,bottom,Q105,,,SOT-416,SOT-416,smt
178.26,-103.73,90.0,bottom,Q106,,,SOT-416,SOT-416,smt
180.55,-103.72,90.0,bottom,Q107,,,SOT-416,SOT-416,smt
136.67,-108.2,0.0,top,Q11,,,SOT-416L,SOT-416L,smt
83.69,-102.93,0.0,top,Q34,,,3D,DNP,smt
