pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
182.14,-122.49,180.0,bottom,R380,,,R_0402_1005Metric,4.7k,smt
182.14,-115.27,180.0,bottom,R381,,,R_0402_1005Metric,4.7k,smt
169.96,-135.57,90.0,bottom,R382,,,R_0402_1005Metric,50k,smt
168.99,-137.08,90.0,bottom,R383,,,R_0402_1005Metric,33k,smt
155.52,-136.52,90.0,bottom,R384,,,R_0402_1005Metric,10k,smt
147.44,-135.51,90.0,bottom,R385,,,R_0402_1005Metric,47k,smt
149.56,-135.51,90.0,bottom,R386,,,R_0402_1005Metric,1k,smt
156.68,-136.52,90.0,bottom,R387,,,R_0402_1005Metric,DNP,smt
150.56,-135.51,90.0,bottom,R388,,,R_0402_1005Metric,3K,smt
157.82,-136.52,90.0,bottom,R389,,,R_0402_1005Metric,10k,smt
86.37,-77.61,90.0,top,R39,,,R_0402_1005Metric,47k,smt
148.47,-135.51,90.0,bottom,R390,,,R_0402_1005Metric,100k,smt
139.35,-135.74,90.0,bottom,R391,,,R_0402_1005Metric,10k,smt
137.3,-135.74,90.0,bottom,R392,,,R_0402_1005Metric,22k,smt
138.2,-120.75,90.0,bottom,R393,,,R_0402_1005Metric,47k,smt
135.27,-135.74,90.0,bottom,R394,,,R_0402_1005Metric,DNP,smt
137.98,-117.18,90.0,bottom,R395,,,R_0402_1005Metric,10k,smt
